text,language,
Hook step is awesome,kannanda,
Hindi yalli innu song reales madilla yake,kannanda,
Those 850 dislikes are Frome rashmika mandanna fans,kannanda,
Idhu bari bogus,kannanda,
Bandiro 3 comment adru avalge andkondre adu ugiyakke madidiralla guru,kannanda,
Ha sir..kanada movie nam janane  nodthaila,kannanda,
Come back prajwal,kannanda,
ಈ ಮೂವಿಯನ್ನು first day ನೋಡುವವರು ಲೈಕ್ ಮಾಡಿ,kannanda,
ಫಿದಾ ಆಗೆವಿ ಅಕ್ಕಾ ... ... gorgeous movie,kannanda,
@Just Fun RS,kannanda,
ಮನೆಯಿಂದಲೇ ಸಂಪಾದಿಸಬೇಕೇ? With income proof. WhatsApp 6362806874,kannanda,
Trend setter! Awesome!,kannanda,
Actually idu idu chanagirodu,kannanda,
Uthama vaada preyathna,kannanda,
ಕ್ರೇಜಿ ಸ್ಟಾರ್ ರವಿಚಂದ್ರನ್ ಸ್ಟೈಲ್ ಮೇಕಿಂಗ್ ಕಾಪಿ,kannanda,
ಯಾಕ್ರೀ ಟ್ರೇಲರ್ ನೋಡಿಲ್ಲ ಆಗ್ಲೇ dislike...........,kannanda,
Bladey piracy madidara yallaru Alli node status hakidara movie yalli theatre alli yar nodatara first telegram ban madabaku,kannanda,
Excellent movie,kannanda,
ಡಬ್ಬಿಂಗ್ ಡಬ್ಬ ದಬಾಂಗ್ ಬದಲು ಇಂತಹ ಅಪ್ಪಟ ಕನ್ನಡ ಚಿತ್ರಗಳಿಗೆ ಬೆಂಬಲ ಕೊಡಿ ಅಪ್ಪಟ ಕನ್ನಡ ಪ್ರೇಮಿಗಳೇ,kannanda,
ತಂದೆಗೆ ತಕ್ಕ ಮಗ..,kannanda,
Pls put it in jio saavn music,kannanda,
Naavu maduvakelasa Namma athmabhimanakke dakke baradanthe badukuvude hemmepadabekada vishayaviddare Hat's off you congratulations,kannanda,
It deserves more like.....,kannanda,
Rashmika shetty fans irbekun.,kannanda,
Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru🤣,kannanda,
ಚಿತ್ರರಂಗದ ಧನಿಕರು ಎಲ್ಲಿದ್ದಿರ. ನಾಲ್ಕು ಜನ ಸೇರಿದರೆ ಸಾಕು,kannanda,
I ammaddixctedrepeatrinserepeat guru,kannanda,
I think junior Pawan KalyannI am waiting,kannanda,
shobha  a,kannanda,
🤣🤣 sakath guru,kannanda,
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಅಲ್ಲnnಇವನೆ ನಮ್ಮ ಶ್ರೀಮನ್ನಾರಾಯಣ nಪವರ್ ಸ್ಟಾರ್ ಪುನೀತ್ ರಾಜಕುಮಾರ್ ಅಭಿಮಾನಿಗಳು ಸಪೋರ್ಟ್ ಮಾಡೋರು ಲೈಕ್ ಹೊಡಿರಿ nಜೈ ಪುನೀತ್ ರಾಜಕುಮಾರ್nಜೈ ಕನ್ನಡ ಚಿತ್ರ ರಂಗ,kannanda,
What a song yah,kannanda,
Remake movie ansthe,kannanda,
Superb rakshit sir sobg superb macking,kannanda,
Super  guru  jai  hind  neenu  nijavada  barathiya mattu  karnatakada  hemmeya putra  I love you  brother,kannanda,
Supar hit song anna,kannanda,
*Pramod not Pamod,kannanda,
@chetan kumarab guru ve.... aha comment maddhavn hesru nodo....nanalla kano,kannanda,
hello amar prasad tumbha chenda itthu nimma ee pryatna saakashut vishyagalannu  munde ittiri idu namege gothe iralilla. china nijakku entha samartha desha deshpreemigale tumbiruvantha desha moodalu nammale ee daridara raajakihavannu oddu military adalita barabeku ega itndu kobbiruva raajakaarnigalaga asthi pasthigalannu ondu rupeenu beedade kitthukondu avarannu beedhi bhikharimaadidare namma desha sirivanthavaaguvudaralli no doubt,kannanda,
@Saraswathi.p.k. Baby swathi,kannanda,
Anna game yavdu,kannanda,
@Nandi Parthasarathi ನಿಮ್ಮ ಅಕ್ಕುನ್,kannanda,
Prajju Boss is Back,kannanda,
ಕಮ್ಯೂನಿಸ್ಟ್‌ ರಾಷ್ಟ್ರ ಅಲ್ವಲ್ಲ ಭಾರತ,kannanda,
Superrrrrrrr  agi heliya Anna tq u so mach video,kannanda,
ಈ ಫಿಲ್ಮ್ ಯಾವ ಲೆವೆಲ್ಲಿಗೆ Super Hit ಆಗಬೇಕು ಅಂದ್ರೆ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣ ಮುಟ್ಟಿ ನೋಡಿಕೊಳ್ಳುವ ಹಾಗೆ,kannanda,
Nanu kellida uthammavada maatugallu thanks sir,kannanda,
ಹಾಲಿವುಡ್ ರೇಂಜಿಗಿದೆ...ವೇಯ್ಟಿಂಗ್...ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,kannanda,
ಒಬ್ಬ ನಾಯಕನ ಕಥೆಯಲ್ಲಿ ೨ ಯುದ್ದ ಬರುತ್ತೆ ಸಾನ್ವಿ ಬಂದ್ಮೇಲೆ ಒಂದು ಇನೊಂದು ಸಾನ್ವಿ ಹೋದಮೇಲೆ ಅವನೇ ಶ್ರೀಮನಾರಯನ್,kannanda,
Nimge istu sullu heloke Hege manasu barutte,kannanda,
Nav itara iroke karana Congress party,kannanda,
Shaata daagar fans,kannanda,
Super  jai kiccha sudeep anna,kannanda,
Love u brooo,kannanda,
Ggggggggggggggggggggg song of 2019 to 2020 one like for 2020,kannanda,
@chetan kumarab nan yavagloo compare maddhe...,kannanda,
E video na unlike madoru nijavaglu kannads davaru ala,kannanda,
Looks promising,kannanda,
ಅನ್ನ. ನೀಡುವ ಯಾವ ಕೆಲಸವೂ ಕಡಿಮೆಯಲ್ಲ . ಶಂಕರರವರೆ ನಿಮ್ಮn ಸ್ವಾ ಭಿಮಾನಿ ಜೀವನಕ್ಕೆ  nನನ್ನ ದೊಂದು ಸಲಾಂ.,kannanda,
All the Best sir...... ದೇವರು ನಿಮಗೆ ಒಳ್ಳೆದು ಮಾಡಲಿ ... ಎಲ್ಲರ ಜೀವನದಲ್ಲಿ ಏಳು ಬೀಳು ಅನ್ನೋದು ಇದ್ದೇ ಇರುತ್ತೆ ಕಷ್ಟ ಅನ್ನೋದು ಯಾರಿಗೂ ಬಿಡೊಲ್ಲಾ ಬರೋ ಕಷ್ಟಗಳನ್ನ ಧೈರ್ಯದಿಂದ ಎದುರಿಸೋರೆ ನಿಜವಾದ ಹೀರೊಗಳು,kannanda,
I love promod sir voice,kannanda,
It is vvvvvvvvvsuper,kannanda,
Prajwal Devaraj,kannanda,
Awesome song! 2nd Shankarnag to KFI,kannanda,
ಸರ್ ನಿಮಗೂ ನಿಮ್ಮ ಕುಟುಂಬಕ್ಕೂ ತಾಯಿ ಚಾಮುಂಡೇಶ್ವರಿ ಆರೋಗ್ಯ ಆಯುಷ್ಯ ಕೊಟ್ಟು ಕಾಪಾಡಲಿ...,kannanda,
Suryana Mari,kannanda,
rakshith naik ಅವ್ರು ಮೋದಿ ಭಕ್ತರು,kannanda,
ಲಾಕ್ ಡೌನ್ ಸಮಯದಲ್ಲಿ ಕಾರ್ಮಿಕರು ವಲಸಿಗರು ರೆಸ್ತೆ ಮೇಲೆ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿರುವ ವಿಡೀಯೋಗಳನ್ನ tiktak ನಲ್ಲಿ ಜನರಿಗೆ ತೋರಿಸಲಾಯಿತ್ತು ....ಈ tiktak ಇಲ್ಲ ಅಂದಿದ್ದರೆ ಈ ದಳ್ಳಾಳಿ ಮಿಡಿಯಾ ಬುಲೆಟ್ ಟ್ರೈನ್ ಅಲ್ಲಿ ಹೋಗುವ ಆಗೆ ಜನರಿಗೆ ತೋರಿಸುತ್ತಿದ್ದರು... ಜನರಿಂದ ಜನರಿಗೆ ಮಾಹಿತಿ ತಿಳಿಯುತ್ತಿತ್ತು...‌ ಇದರಲ್ಲಿ ಸಾದಕ ಬಾದಕ ಇದೆ..ಆದರೆ ಕೆಲ ಬಡ ಮಕ್ಕಳ ಟ್ಯಾಲೆಂಟ್‌ ಹೊರ ಜಗತ್ತಿಗೆ ತಲುಪುತ್ತಿತ್ತು.. ಏನು ಮಾಡೋದು ಈ ಕೆಲ ಜನ tiktak ban ಮಾಡಿದ್ದರೆ ದೇಶಭಕ್ತಿ ತರ ಫೋಸ್ ಕೊಡೋದು ನೋಡಿದರೆ .ಅಸಹ್ಯ ಆಗುತ್ತದೆ.. ಒಳ್ಳೆಯದನ್ನು ತಗೋಳಿ...ನಮ್ಮ ಹೆಮ್ಮೆಯ ಸೈನಿಕರಿಗೆ ಒಳ್ಳೆಯ ಆಹಾರ ಮತ್ತು ಸವಲತ್ತು ಒದಗಿಸಿ .ಮತ್ತು ಚೈನಾ ಬಂಡವಾಳ ಹೂಡಿಕೆಗಳನ್ನ ನಿಲ್ಲಿಸಿ... ಯಾವ ನಿಮ್ಮ ಯೋಗ್ಯತೆಗೆ ಸಣ್ಣ ಕೈಗಾರಿಕೆಗಳನ್ನ ಬುಡ ಸಮೇತ ಕಿತ್ತು.... ಅವರನ್ನ ರಸ್ತೆಗೆ ತಂದವರು ಯಾರು... ದೇಶಭಕ್ತಿಯ ಹೆಸರಲ್ಲಿ ನಮ್ಮ ದೇಶದ ಜನಗಳ ಮೇಲೆ ದಬ್ಬಾಳಿಕೆ ಮಾಡುವ ಜನರನ್ನ ಮೊದಲು ಒದ್ದು ಹೊಡಿಸಬೇಕು...ಜೈಭಾರತ್,kannanda,
ಬಾಸ್ ಇನ್ನು ಮುಂದೆ ಬೆಳೀಬೇಕು,kannanda,
Yavano avn bosudk unlike madiddu,kannanda,
@MT T sorry guru nangu avlu adre agalla adke solpa campare mad de..,kannanda,
P  fans like,kannanda,
Vote for kuri prathap,kannanda,
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ASN,kannanda,
Nimma mahithi 100% sathya yavaga etharahada rajakaranigalinda deshakke mukthi sigatho aa devarigu kuda gothilla adare next generation avaru sadane madabahudu,kannanda,
super super boss,kannanda,
ಸೂಪರ್ ಬ್ರೋ ನಿಜ,kannanda,
Kannada industry nintirode Yash,kannanda,
Rakshit shetty 🤗,kannanda,
Superb  Bro..,kannanda,
Very nice togari tippa story,kannanda,
Guru idu yav movie remake alla sumne gotthilde yak helthira,kannanda,
Anjali Devi Hi,kannanda,
Don't dislike,kannanda,
It's a kannada song..nLots of love from karnataka,kannanda,
Well side bro,kannanda,
ಅಭೀನಯ ಚಕ್ರವರ್ತಿ. ಕರುನಾಡ ಕನ್ಮಣಿ .ಅಭೀನಯ ಭಾರ್ಗವ.ಕನ್ನಡ ಕಲಾ ಕುಸುಮ.ಕರುನಾಡ ಸಿಂಹಾ.ಬಾದ್ಷಾ .ಕಿಚ್ಚಾ ಸುದೀಪ ಅಣ್ಣನ ಅಭೀಮಾನಿಗಳಿಂದ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲಿ,kannanda,
Super song lovely,kannanda,
En helde guru..... Super agi helde....... #RIP Tiktok,kannanda,
ಸತ್ಯಕ್ಕೆ ಸಾವಿಲ್ಲ ಸುಳ್ಳಿಗೆ ಸುಖವಿಲ್ಲ  ಇದುಸತ್ಯ,kannanda,
Nanu tiktok madtide Anna but tiktok ban madidu tumba kushi aytu Anna I support Indians,kannanda,
My  song,kannanda,
Yalla kannadigarugu ansthithu bere bashe movies maddohange yak namma kannada movies maddalla antha.. but evagaaa yak bere bashe movies nodbeku antha ansoke shuruuu agbhitidhe alva Karnataka???,kannanda,
Superb kannadiga,kannanda,
AMAZING SONG IN KANNADA,kannanda,
Nanu film nodilla,kannanda,
ಕೇಳಿ ಕಾದಿರುವ ಭಾ೦ದವರೇnಭುವಿಯಲ್ಲಿ ಅವನ ಅರಿತವರೆnಯಾರಿಲ್ಲ ಬಿಡಿ ಮುನ್ನುಡಿnಇದ್ದರದೊಂದು ದಂತ ಕಥೆ..nನಾಕು ದಿಕ್ಕಿನಲು ಬೇಕವನುnಬಂದೂಕು ಹಿಡಿದ ಮಾನವನುnತಲೆ ಮೇಲಿದೆ ಕಿರೀಟ..nತೀರ ಹಠ..nಗುರಿ ಬೆನ್ನಟ್ಟೋ ನೇತಾರನು!nnಗಾಳಿ ಮಾತಿನ ಬಜಾರುnಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರುnಪಾತ್ರದ ಪರಿಚಯ ಇರೋರುnಆ ಬಂದೂಕಿಗೆ ಇದೆ ಘನ ಹೆಸರುnnಹ್ಯಾಂಡ್ಸ್ ಅಪ್..nಅದು ಅನವರತ!nಹ್ಯಾಂಡ್ಸ್ ಅಪ್..nನಾ ಅಜ್ಞಾತ!nಹ್ಯಾಂಡ್ಸ್ ಅಪ್..nಇದೆ ವೇದಾಂತ..!nnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ..nnರಂಗೇರಿದೆ ಮಾಯಾ ಜಾಲnಅನುಭವಿಸು ಓ ಪ್ರೇಕ್ಷಕನೇ!nದೃಷ್ಟಿ ನನ್ನೊಬ್ಬನ ಮೇಲಿಡಿnತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ!nನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತnನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸ!nತಪ್ಪಲ್ಲ ಆದರು ಅದುವೇnಊಹೆಗೂ ಮೀರಿದ ಸಾಹಸ!nಅನಿಸುತ್ತೆ..nಬಂದ ಹಾಗಿದೆ ರಚಿಸಲು ಹೊಸದೇ ಶಾಸನ!nಮೆರಯಲಿ ಗಗನದಲಿ ನಿಮ್ಮದೇ ಲಾಂಛನ..nಯುಧ್ಧ ಮಾಡಬೇಕು,kannanda,
Sir u r amazing,kannanda,
tippa super,kannanda,
Avlge avra appaniginta pakkada mane uncle tumbaa esta adke bro,kannanda,
Hindi version yelli,kannanda,
Hit moviee kannada Hit movie pakka,kannanda,
super aagide trailer.. 6th film nododu pakka,kannanda,
Song ಸೂಪರ್,kannanda,
Like from Kasaragod,kannanda,
@Nandi Parthasarathi ಮುಕುಳಿ ಮುಚ್ಚಿಕೊಂಡು ಸೈಡ್ ಅಲ್ಲಿ ಇರು... ಇದು ಗಂಡಸ್ರ ವಿಶ್ಯ ಬಳೆಗಾರು ಎಲ್ಲಿ ಎಲ್ಲ ಬಾರೋ ಹಾಗಿಲ್ಲ ಬೇ�,kannanda,
ತೊಗರಿ ತಿಪ್ಪ  ಕಥೆ ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಮತ್ತು ತುಂಬಾ ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದೆ.,kannanda,
@d boss mania Bhrame nalli baduktidiya chinna nnModlu darshan ye boss ge bucket hidadu beladirodu adunna taleli itko nnDarshan antha 100 jana na industry boss belsavrennavryako innobban ge bucket hiditare bucket nan magne,kannanda,
ಗುಡ್ ಲಕ್ ಶ್ರೀಮನ್ನಾರಾಯಣ ರಕ್ಷಿತ್ ಶೆಟ್ರೇ.. ಮಸ್ತ್ ಡಿಫ್ರೆಂಟ್ ಆದುಂಡು ಸಾಂಗ್,kannanda,
Super Anna jai hind,kannanda,
ऊ आहे की नाही n............ nहे..... हेही. हहह,kannanda,
Suprb acting yaar...,kannanda,
@Nandi Parthasarathi  ಸ್ವಾಮಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ರಾಜಕಮಲ್  ನಲ್ಲಿ  ಕೇಸಿಎನ್ ಗೌಡ್ರು owner .ಆದ್ರೂ ಬಾಡಿಗೆ therater  ಕೋಟಿರೋದ್ರ ದಿಂದ ,kannanda,
ಒಂದ್ ಸಲ ನಿನ್ ಮುಖ ತೋ ರ್ ಸು ಗುರ್ವೆ,kannanda,
Chiki chiki chikappa nidhe madidh saku helappa🥰🥰🥰,kannanda,
I feel jasti bitta kottri... Bari  lyrical video sakagittu,kannanda,
Same feeling bro,kannanda,
Shri Krishna na mahe badhu galee.,kannanda,
Super song,kannanda,
@TROLL MONSTER_KANNADA jail ge hog bandh sule maga,kannanda,
What a BGM yar......,kannanda,
Super bro... Well said....,kannanda,
Bro.... Suprb......ur voice is amazing....?!!!,kannanda,
Pls ellaru nodi views jasti madi pls its a request,kannanda,
Super Junior narayana,kannanda,
Nice,kannanda,
Super  appu Bøss fans,kannanda,
Ye movie hindi mein hogi k nahi,kannanda,
ದೇಶ ಕಾಯಕ್ಕೆ ಯೋಧ ಇರಬೇಕು ತೀರಿಪೆ ಶೋಕಿ ಮಾಡಿದವರಿಗೆ ಟ್ರೋಲ್ ಮಾಡೋರು ಇರಬೇಕು,kannanda,
Awsm song n🤩,kannanda,
super song i like it,kannanda,
ನಿಮ್ಮ ಅನುಭವದ ಮಾತುಗಳು ನಮಗೆ  ದಾರಿದೀಪಗಳು,kannanda,
Super re pa,kannanda,
ಎರಡೂ ಮಿಲಿಯನ್ ಆದಮೇಲೆ ಯಾರ್ಯಾರು ನೋಡ್ತಾ ಇದೀರ ಲೈಕ್ ಮಾಡಿ,kannanda,
Pogaru barthide wait Madi guru,kannanda,
ಈ ಅವತಾರ ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸಲಿ ಎಂಬುದೆ ನನ್ನ ಶುಭ ಹಾರೈಕೆ,kannanda,
@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲಗೆ ನನ್ ರಸ,kannanda,
@Supriya Manogna hospital na olage itkondidra doctor,kannanda,
I like your video s,kannanda,
ಅಪ್ಪಟ ಕನ್ನಡ ಚಿತ್ರ ಸೂಪರ್,kannanda,
Heege innu chennaga bairi e chena nanmaklige App Ban madidd olled aytu hage avru kade tariskollo 3000 things stop madbeku aga buddi barutt avrge,kannanda,
Hindi version yav channel alli release madidare.,kannanda,
ಸ್ವಾಭಿಮಾನಿ ಶಂಕರ,kannanda,
Nys cmnt gagana mem,kannanda,
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವಾತರ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ,kannanda,
yest olle kalsa nan yavag e kelsa madtaro anta kaytayde thamk u brother full happy,kannanda,
Avara desha dalli erodu aethu....nnHagadre Namma deshadalli avarige arthikate Alli seddu hodeyuvanta vishyagalu yavu edave.....,kannanda,
@Raja Vishnuvardhana Agreed,kannanda,
En guru song idu awesome steps are just amazing,kannanda,
40 varsha ende keliddu story evaga shanthosha aagta ede,kannanda,
VPN hakondu tiktok use madtidare nam soldier sattirodu lekkka ellla janakkke,kannanda,
wow...  great work..,kannanda,
ಕರ್ನಾಟಕ ಬಿಟ್ಟು ಬೇರೆ ಕಡೇ ಪ್ರೊಮೋಷನ್ ಮಾಡರಪ್ಪ ಸುಮ್ನೆ ಇಂತ movie ನಾ ಹಾಳ ಮಾಡ್ಬೇಡಿ,kannanda,
ತೋಗರಿ ತಿಪ್ಪ  ನಕ್ಕು ನಗಿಸುವ ಕಥನ.,kannanda,
Sema Padam nnFantastic making,kannanda,
Next kgf........ avane srimannarayana.... blockkkkkkk busterrrrrr,kannanda,
Like father like son Jaga mechchuvanta manushya.,kannanda,
sooooo many adds,kannanda,
Film Andre idu. Super movie,kannanda,
ಅಜನೀಶ್ ಏನ್ ಮ್ಯೂಸಿಕ್ ಗುರುnಬಾಲಿವುಡ್ ಸಾಂಗ್ಸ್ ಗಿಂತ ಚೆನ್ನಾಗಿದೆnWaiting for fdfs,kannanda,
Give a picture,kannanda,
Heroine ... Love you,kannanda,
Yaru yar fans agiri parvagilla kannada industry belibekhu annoro like madi 🥳 hosa charithre barili namma industry 🥳🥁 HANDS    UP,kannanda,
Varshkond beda pa nidanake ne agli ee tara olle movie kotre saaku,kannanda,
Kgf 2,kannanda,
Unlike madirorella d rsmka fans,kannanda,
Upendra has done,kannanda,
ದಿಯಾ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಎಲ್ಲರೂ ನೊಡಿ ಆದರೆ ಚಿತ್ರಕ್ಕೆ ಸರಿಯಾದ climax ಬೆಕಾಗಿತ್ತು,kannanda,
Is it true,kannanda,
One time ge songe artha agolla. . Pakka bt kelbeku ennond sari ansatte. . .,kannanda,
Nan lwda dalli edane band nodkondu ogo gandu,kannanda,
Karna is back,kannanda,
I felt same,kannanda,
Tiktok ben agbek bro,kannanda,
ಈ ಸಿನಿಮಾ ಹೊಸ ಚರಿತ್ರೆ  ಬರೆಯುತ್ತೆ  ಅನ್ನೋರು ಲೈಕ್ ಕೊಡಿ,kannanda,
ಕರೆಕ್ಟ್ ಬ್ರದರ್ love you bro,kannanda,
Nam amma helidaare rakshit shetty dual role erodu anta....Nodana!,kannanda,
Chinddi hagi madidiya guru,kannanda,
ಇನ್ನು ಟಿಕ್ ಟಾಕ್ ಮಾಡೋ ಚೂತ್ಯಾ ಸೂಳೆ ಮಕ್ಕಳಿಗೆ ಅಡ್ಡಡ್ಡಾ ಕಟ್ ಮಾಡ್ಬೇಕು,kannanda,
Creative kannadiga super neevu..,kannanda,
ಹೌದೋ ಹುಲಿಯಾ.....ಹಾಡು ಸೂ..............ಪರ್..................,kannanda,
Super video bro,kannanda,
basavaraj tambak lol  Peddha,kannanda,
Priswi Perera changide guru,kannanda,
Super kannada story togari tippa,kannanda,
Anna nenu super super Anna,kannanda,
Kannada movie  = Like,kannanda,
Super song guru,kannanda,
Hand's up,kannanda,
Super bro,kannanda,
ವೀಡಿಯೊ ಅತ್ಯುತ್ತಮವಾಗಿದೆ ಮುಂದುವರಿಯಿರಿ ಇದು ನಿಜವಾಗಿಯೂ ಈ ವೀಡಿಯೊವನ್ನು ನೋಡಿದ ನಂತರ ನಾನು ತುಂಬಾ ನಕ್ಕಿದ್ದೇನೆ,kannanda,
Super togare tippa,kannanda,
Tital nodi ...ond matu helbeku anth annistu ...Pade pade prashne Keli ...alohage maditirode nivu ....nachike agbeku ..nimge.,kannanda,
Yen helda guru super,kannanda,
100 days pakka annoru like madi,kannanda,
Jai appu sir,kannanda,
ಸೂಪರ್ ಗುರು ಇನ್ನು ಸ್ವಲ್ಪ ಉಗಿರಿ ಟಿಕ್ ಟಾಕ್ ಮಾಡೋರ್ಗೆ,kannanda,
Supper i love my kannada ...,kannanda,
Yen song guru...benki #ASN,kannanda,
Super song,kannanda,
Benki guru ninu,kannanda,
Ajaneesh ka music kuch hatke hain,kannanda,
@shiva prakash en guru ninn problem uu,kannanda,
Bucket fans like here,kannanda,
I love to learn Kannada languagenI love to speak in KannadanBecause I'm from KarnatakanKunda nagree Karnataka,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state,kannanda,
@Muniraj Munira nice   songs,kannanda,
Anjali Devi hii,kannanda,
Yes sir....I too join,kannanda,
Bhai Main Kabhi Aisa video Nahi Dekha Kisi movie mein,kannanda,
Next level quality,kannanda,
ಮಸ್ತ ತೊಗರಿ ತಿಫ್ಪ,kannanda,
Nimge edu funny ansutha,kannanda,
ಏಳನೇ ದಿನ ಕೇಳ್ತಾ ಇದ್ದೇನೆ,kannanda,
Super movie especially last 30 mins,kannanda,
Diya..... idond name alla,kannanda,
@Nandi Parthasarathi 🤘ಉರ್ಕೊಂಡು ಊರ ಬಿದ್ದರು ಅಂದ್ರೆ🤫🤫 ತಿಕ ಕುಡ್ಕೊಂಡು ಕಾಮೆಂಟ್ ಮಾಡಕ್ ಬಂದಿದ್ದೀರಾ🤣🤣,kannanda,
Ondu trailer cut madak saryag baralla.trailet nodokke kasta agthide,kannanda,
Supperb Anna masth agi vedio madidhira,kannanda,
@Vishal Shetty ಲೊ ಯಾರೋ ನಂದಿನಿ...... ಒನ್ ಲೀಟರ್ ಹಾಲು ಕೊಡ್ತಾಳ,kannanda,
Super boss I like it,kannanda,
ಗುರುವೇ ಅದು GTA5 pubg ಅಲ್ಲ,kannanda,
I love you jentalman  move,kannanda,
Hands up avathara,kannanda,
E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.,kannanda,
Movie supper sir,kannanda,
Super super super,kannanda,
ಜೈ ಭುವನೇಶ್ವರಿ 🤗,kannanda,
Yes it's true,kannanda,
ಸ್ವಾಭಿಮಾನಿ ಶಂಕರ,kannanda,
@WIND MOTOUR ಹಸಿರುವಾಸಿ 🤣🤣🤣,kannanda,
ತೊಗರಿ ತಿಪ್ಪ ಹಾಸ್ಯ ಚಟಾಕಿ ಸುಪರ್,kannanda,
ಸಿನೆಮಾ ವೃತ್ತಿ ನಂಬಿ ಬರಬೇಡಿ,kannanda,
ಭಾರತದ ಗಡಿಗೆ ಅವನನ್ನೇ ಕಳುಹಿಸಿ ನಿಲ್ಲಿಸಲಿ ಇದ್ದವನು,kannanda,
Superb pakka pan India movie aguthe,kannanda,
Gentleman nodi bro,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
ಸೂಪರ್ ಗುರು ಲಾಸ್ಟ್ ಅಲ್ಲಿ ಹೇಳಿದ್ರಲ್ಲ ತಿಕ ಹೊಡಿಯೋ ದೇವ್ರು ನಾ ಕಟ್ಕೊಂಡಿದಾರೆ ಅಂತ 100% ನಿಜ ಸೂಪರ್,kannanda,
ನಾವೆಲ್ಲಾ ಕನ್ನಡಿಗರು nPlease nಇಲ್ಲಿ nಗಟ್ಟ ದ ಮೇಲಿನವರು nಗಟ್ಟದ ಕೆಳಗಿನವರು nಕರಾವಳಿಯವರು nಉತ್ತರಕನ್ನಡದವರು nಉತ್ತರಕರ್ನಾಟಕದವರು nಹಳೇಮೈಸೂರಿನವರು nಮಂಡ್ಯದವರುnಬೆಂಗಳೂರಿಗರು nಮೈಸೂರಿನ ವರು nಕೊಡಗಿನವರು nಕುಂದಾಪುರದಕಡೆ ಜನ nಹೀಗೆ nಯಾಕೆ ಇಬ್ಬಾಗ ಮಾಡಿ ನೋಡ್ತೀವಿ nಬೇಡ ಈ ರೀತಿ ನೋಡದೇ nನಾವೆಲ್ಲಾ ಕರುನಾಡುnಕರ್ನಾಟಕದ ಮಕ್ಕಳು ಅಂತ ಯಾಕೆ ನೋಡಬಾರದು nPlease nನಾವೆಲ್ಲಾ ಈ ಮಣ್ಣಿನ ಮಕ್ಕಳು nಅವರೆಲ್ಲಾ ಈ ಮಣ್ಣಿನ ಹಿರಮೆಯನ್ನ ಮೇಲ್ಮಟ್ಟ ಕ್ಕೆ ಕೊಂಡೊಯ್ಯ್ದವರು .nಹಾಗೆ ನಾವ್ ನೀವ್ ಎಲ್ಲಾ ಒಟ್ಟು ಕೂಡಿ ಕರ್ನಾಟಕದ ಗರಿಮೆಯನ್ನ ಇನ್ನ ಎತ್ತರಕ್ಕೆ ಕೊಂಡೋಯ್ಯಣ nನಾವ್ ಕನ್ನಡಿಗರು nನಾವ್ ಭಾರತೀಯ ರು nnನಮಸ್ಕಾರ,kannanda,
Bhimsen Baburao Waghe Bhimsen,kannanda,
ಮಿಂಡರಿಗುಟ್ಟಿದೊನೆ. ನಿನ್ನ. ಮಾತೆ.   ಹೆಚ್ಚಾಯಿತಲ್ಲೋ,kannanda,
@Nandi Parthasarathi mars venus inda bartira,kannanda,
Super sir,kannanda,
Sir Nimage olleyadaagali,kannanda,
